379;Franco, Divaldo Pereira;Editora;Após a tempestade ;Dissertação;1
380;Machado, Leopoldo;O Clarim;Uma grande vida;Biografia entr;1
381;Imbassahi, Carlos B.;O Clarim;Memórias pitorescas do meu pai;Romance;1
382;Garcia, Wilson;E.M.E;Você e o passe;Dissertação;1
383;Tamassia, Mario B.;Dag;Os mortos acordam vivos;Contos e Crônicas;2
384;Schutel, Caibar;O Clarim;Médiuns e mediunidade;Mediunidade;1
385;Xavier, Francisco C.;FEB;O consolador;Filosofia;1
386;Francini, Walter;Fed Esp brasileira;Doutor Esperanto;Romance;1
387;Marchal, Padre V.;FEB;O espiríto consolador;Filosofia;1
388;Vascocellos, Marilusa M.;RADHN;Benedito do amor divino;Infantil;1
389;Cunha, Langerton Neves;Vitoria;O educador;Biografia e entrevista;1
390;Xavier, Francisco C.;CEC;Opinião Espírita;Dissertação;2
391;Sampaio, F. L. Bitencourt;FBE;A Divina Epopéia;Poema e Trova;1
392;Gama, Zilda;Fed Esp Bras;Na sombra e na luz;Romance;1
393;Bozzano, Ernesto;Fed Esp brasileira;Pensamento e vontade;Cientifico;1
393;Teixeira, Elzita L.;O Clarim;A mansão do resgate;Romance;1
394;Xavier, Francisco C.;FEB;Rumo certo;Dissertação;1
395;Xavier, Francisco C.;IDE;Ninguém morre;Mensagem Familiar;1
396;Xavier, Francisco C.;FEB;Contos e apólogos;Contos e Crônicas;1
397;Carvalho, Helena M.C.;Graf. Editora;O retorno de Martine;Romance;1
398;Xavier, Francisco C.;FEB;Sinal verde;Meditação;1
399;Lewis, H. Spencer ;Rosa cruz;Mansões da alma;Espiritualista;1
400;Bacelli, Carlos A;;Mediunidade e obsessão;Mediunidade;1
401;Xavier, Francisco C.;Pensamento;Alma e coração;Dissertação;1
402;Xavier, Francisco C.;FEB;Há 2000 anos;Romance;6
403;Machado, Irene Pacheco;Recanto;Na hora do adeus;Vida no além;2
404;Mot, Odete de Barros;F.T.D. S/A;Sob a cruz das estrelas;;1
405;Teixeira, J. Raul;Frater;Cantico da juventude;Dissertação;2
406;Paula, Jose A. Vieira;Jornal Imortal;Um minuto com Chico Xavier;Biografia entr;2
407;Pessoa, Cristovan Marques;A.B.C.;O além e o alguém;Dissertação;1
408;Xavier, Francisco C.;Alvorada;E o amor continua;Mensagem Familiar;2
409;Imbassahi, Carlos B.;O Clarim;Quando os fantasmas se divertem;Científico;1
410;Peralva, Martins ;FEB;O pensamento;Dissertação;1
411;Frungilo, Wilson Junior;Inst. Dif. Esp;Ala dezoito;Romance;1
412;Xavier, Francisco C.;FEB;Cartas e crônicas;Contos e Crônicas;1
413;Delane, Gabriel;Fed Esp brasileira;Evolução Animica;Cientifico;1
414;Crawford, W. J.;Caminhos do bem;mecânica psiquica;Espiritualista;1
415;Martins, Celso;Edicel;A obsessão e seu tratamento espírita;Mediunidade;1
416;Amorin, Deolindo;Serena Ltda;Ponderações doutrinárias;Dissertação;1
417;Curti, Rino;Feesp.;Espiritismo e evolução;Cientifico;1
418;Andrade, Hernani Guimarães;O Clarim;Reencarnação no brasil;Cientifico;1
419;Rosin, Zilda Giunchetti;I.M.;Morte e libertação;Mensagem Familiar;1
420;Carvalho, Vera Lúcia Marinzeck;Petit;Escravo Bernardino;Romance;1
421;Carvalho, Vera Lúcia Marinzeck;Petit;Copos que andam;Romance;2
422;Camargo, Célia Xavier;Lisgráfica;Preciso de Ajuda;Romance;1
423;Carvalho, Vera Lúcia Marinzeck;Petit;Cativos e libertos;Romance;2
424;Carvalho, Vera Lúcia Marinzeck;Petit;Violetas na janela;Romance;7
425;Magdalena, José Carlos;O Clarim;Quando renasce o amor;Romance;1
426;Vasconcello, Marilusa M.;IDE;Com a palavra a criança;Infantil;1
427;Novaes, adenaner;F.L.H.;Reencarnação;Dissertação;1
428;Carvalho, Vera Lúcia Marinzeck;Petit;Perante a eternidade;Vida no além;1
429;Miranda, Herminio C.;Lachâtre;Nossos filhos são Espíritos;Dissertação;2
430;Oliveira, Terezinha;EME;Fluídos e passes;Dissertação;1
431;Martins, Celso;E.M.E;Problemas espirituais;Dissertação;1
432;Machado, Irene Pacheco;;O voô mais allto;Vida no além;2
433;Simonetti, Richard;CEAC;Paz na terra;Dissertação;1
434;Goudge, Elizabeth;O Clarim;A janela do meio;Romance;1
444;Xavier, Francisco C.;IDE;Irmã Vera Cruz;Mensagem Familiar;1
445;Carvalho, Vera Lúcia Marinzeck;Petit;Nós os jovens;Romance;1
446;Simonetti, Richard;FEB;A voz do monte;Dissertação;2
447;Bacelli, Carlos A . ;E/ Vitoria;A . B. C. da mediunidade;Mediunidade;1
448;Toledo, Wenefredo de;FEB;Passes e curas espirituais;Mediunidade;2
449;Braga, Ismael Gomes;Fed Esp brasileira;O livro de Tobias;Dissertação;1
450;Lobo, Ney;FEB;O diplomata da unificação e o paladino Est. leigo ;Biografia entr;1
451;Carneiro, Vitor Ribas;Fed Esp brasileira;A . B. C. do espiritismo;Mediunidade;1
452;Bernardi, Ricardo Di.;Universalista;Dos faraós à física quântica;Espiritualista;2
453;Thomason, George;Casa Públ Bras;Inimigos da humanidade;;1
454;Franco, Divaldo Pereira;Alvorada;Calvário da libertação;Romance;1
455;Schindler, Jhon A.;EDP;Como viver 365 dias por ano;Alta estima;1
456;Bhaktiveclanta C.;Boot Irust;Retornando a Ciencia da Reencarnação;Mediunidade;1
457;Xavier, Francisco C.;IDE;Encontros no tempo;Biografia entr;1
458;Xavier, Francisco C.;V. Roth;Deus aguarda;Meditação;1
459;Xavier, Francisco C.;FEB;Contos desta e de outras vidas;Contos e Crônicas;1
461;Ó, Fernando do;FEB;Uma luz no meu caminho;Romance;2
462;Sass, Roseli Von ;Circulo do livro;O livro do juízo final;Espiritualista;1
463;Franco, Divaldo Pereira;Fed Esp Bras;Tramas do destino;Romance;1
464;Rochester, J. W. ;FEB;O chanceler de ferro;Romance;3
465;Denis, Leon;Fed Esp brasileira;Joana D`Arc;Romance;1
466;Frungilo, Wilson Junior;Inst. Dif. Esp;O senhor das terras;Romance;2
467;Surinach, José;FEB;Lídia;Romance;2
468;Rochester, J. W. ;FEB;A vingança do Judeu;Romance;2
469;Rochester, J. W. ;FEB;Romence de uma raínha (vol 01 e 02);Romance;1
470;Bach, Richard;Record;Ilusões;Espiritualista;2
471;Machado, Irene Pacheco;Linha Graf. Edit;Os Miosótes voltam a florir;Vida no além;2
472;Xavier, Francisco C.;FEB;Paulo e Estevão;Romance;3
473;Rignonalti, Eliseu ;Pensamento;O evagelho das recordações;Dissertação;1
474;Frungilo, Wilson Junior;Inst. Dif. Esp;O camafeu;Romance;3
475;Santo Neto, Francisco do Espírito;Boa Nova;Renovando atitudes;Evangélico;3
476;Xavier, Francisco C.;;A vida fala;Infantil;1
477;Santo Neto, Francisco do Espírito;Boa Nova;As dores da lama;Evangélico;3
478;Quintão, Manoel ;FEB;O Cristo de Deus;Mediunidade;1
479;Recamiotte, M. Ivone;FEB;A força do destino;Romance;2
480;Armond, Edgard;Aliança;A dupla personalidade;Romance;1
481;Meyer, Antonieta V.;I.D.E.;Tragetória de uma alma;Romance;2
482;Silva, Alyde Assunção;Feesp.;Intercambio;Vida Além;3
483;Franco, Divaldo Pereira;Alvorada;A venenrada Joana D` Angelis;Biografia;1
484;Franco, Divaldo Pereira;Alvorada;Elucidações espiritas;Biografia e entrevista;1
485;Pietrone, Patrich ;Summos Editorial;Viver holístico;Espiritualista;1
486;Teixeira, J. Raul;Posigraf;Vozes do infinito;Dissertação;1
487;Maia, João Nunes;E.C.F.Viva;Chão de rosas;Dissertação;1
488;Camargo, Célia Xavier;O Clarim;Mamãe estou aqui;Vida no além;1
489;Xavier, Francisco C.;GTI ;Luz bendita;Mensagem Familiar;1
490;Redfield, James ;Objetiva;A décima profecia;Espiritualista;1
491;Tamassia, Mario B.;Lake;O professor de Zurique;Filosofia;2
492;Xavier, Francisco C.;Andre Luiz;Maria Dolores;Poesia e trova;1
493;Xavier, Francisco C.;EDE;Entender conversando;Biografia entr;1
494;Simonetti, Richard;EDE;Endereço certo;Contos e Crônicas;1
495;Gasparetto, Zibia;Fed Esp Bras;Entre o amor e a guerra;Romance;3
496;Martins, Celso e Rodrigue, Antonio;A.B.C.;Na rota do ano 2000;Mediunidade;1
497;Martins, Celso;Edicel;A delicada questão da vida;Mediunidade;2
498;Alves, Nércio Antonio;Lenico;Piedade;Dissertação;1
499;Vieira, Waldo;FEB;Bem aventurados os simples;Contos e Crônicas;1
500;Xavier, Francisco C.;CEU;Linha 200;Poesia e trova;1
501;Xavier, Francisco C.;CEC;Livro da esperança;Dissertação;2
502;Xavier, Francisco C.;CEC;Palavras da vida eterna;Evangélico;2
503;Xavier, Francisco C.;FEB;Sexo e destino;Vida no além;1
504;Xavier, Francisco C.;Lake;Palavras do infinito;Vida no além;2
505;Xavier, Francisco C.;IDE;Leadade;Mensagem Familiar;2
506;Xavier, Francisco C.;O Clarim;Escrinio de luz;Dissertação;1
507;Xavier, Francisco C.;GEEM;Benção da paz;Evangélico;1
508;Xavier, Francisco C.;IDE;Enxugando lágrimas;Mensagem Familiar;2
509;Rochester, J. W. ;IDE;Narrativas ocultas;Romance;1
510;Rochester, J. W. ;Lirios;Cornélius ;Romance;1
511;Franco, Divaldo Pereira;Didier;Sendas luminosas;Filosofia;1
512;Franco, Divaldo Pereira;Leal;Mediuns e mediunidade;Mediunidade;1
513;Gama, Zilda;Lake;O solar de Apolo;Romance;1
514;Gama, Zilda;Fed Esp Bras;Redenção;Romance;1
515;Chiaro, Amilcar del Filho;Minas;Chão de estrelas;Romance;3
516;Camargo, Célia Xavier;O Clarim;A eterna mensagem do monte;Evangelico;3
517;Machado, Irene Pacheco;Linha Graf. Edit;Dois mundos tão meus;Vida no além;2
518;Velino, Corina no;LDE;Eurípedes - o homem e a missão;Biografia entr;1
519;Weiss, Brian;Salamandra;A cura através da terapia de vidas passadas;Espiritualista;2
520;Trevisan, Pe. Celestino;;Uma noite no deserto;Espiritualista;1
521;Artmann, Elizabeth;Petit;Os segredos do casarão;Romance;1
522;Viana, Isolina Bresolim;O Clarim;O sequestro;Romance;2
523;Moura, Fátima;CELD;Vencendo as barreiras do infinito;Romance;1
524;Neto, Paiva;Elevação;Somos todos profetas;Espiritualista;1
525;Andrade, Jaime;E.M.C.;Espiritismo e as Igrejas reformadas;Dissertação;2
526;Formiga, Eurícledes;Alvorada;Olá amigos;Dissertação;1
527;Garcia, Wilson;E.M.E;Chico, Você é Kardec?;Biografia entr;1
528;Fox, Emmet;Record;O sermão da montanha;Evangelico;1
529;Jacinto, Roque;Luz no Lar;Desenvolvimento mediúnico;Mediunidade;1
530;Mendonça, Geronimo;Prol;Escalada de luz;Dissertação;2
531;Teixeira, J. Raul;Frater;Vereda Familiar;Dissertação;2
532;Martins, Celso;Lar;Recordando Deolim do Amorim;Dissertação;1
533;Formiga, Eurícledes;Inst. Dif. Espirita;Construções do espirito;Dissertação;1
534;Alves, Nércio Antonio;Rumd;Quem são meus pais, quem são meus irmãos;Filosófico;1
535;Proença, Vera lucia;;Quebrando corrente;Romance;1
536;Silva, José Thomas sobrinho;Lake;Luta redentora;Romance;1
537;Mario, Marcos Alberto de ;O Clarim;Visão espirita da educação;Filosofia;1
538;Carvalho, Helena M.C.;Tulio;Mas, você não morreu?;Dissertação;1
539;Schubert, Sueli Calda;Odier;Mediunidade;Mediunidade;1
540;Pereira, Yvonne A.;FEB;Recordações da mediunidade;Mediunidade;1
541;Pereira, Yvonne A.;FEB;Nas tela do infinito;Romance;1
542;Flammarion, Camille;Fed Esp brasileira;O fim do mundo;Cientifico;1
543;Pazian, Humberto;Letras e Textos;O Fim do mundo;Filosofia;1
544;Puglia, Silvia C. S.;FESP;Curso P. Dirigente e monitores;Estudo;1
545;Ó, Fernando do;FEB;Marta;Romance;1
546;Horbylon, Margarida F.;Minas;Marcas do amor;Romance;2
547;Bacelli, Carlos A;Didier;Mediunidade corpo e alma;Mediunidade;1
548;Guiot, Alain Giséle;Madras;A verdade revelada para Kardec;Doutrinário;1
549;Santo Neto, Francisco do Espírito;Boa Nova;Conviver e melhorar;Filosófico;2
550;Nazareth, Joamar Zanolini;Minas;Um desafio chamado familia;Dissertação;2
551;Armond, Edgard;Aliança;Mediunidade;Mediunidade;1
552;Xavier, Francisco C.;FEB;Renuncia;Romance;3
553;Camargo, Célia Xavier;O Clarim;Perdoa;Romance;3
554;Camargo, Célia Xavier;Boa Nova;De volta ao passado;Romance;5
555;Camargo, Célia Xavier;O Clarim;Mansão dos lilases;Romance;2
556;Moraes, Nelson;Editora;Quando o amor é eterno;Romance;1
557;Bach, Richard;Record;A ponte para o sempre;Romance;1
558;Rochester, J. W. ;Sociedade Esp Lorenz;A força do amor;Romance;1
558;Russo, José ;Nova Era;Herança do pecado;Dissertação;2
559;Rohden, Humberto;Freitas Bastos;Paulo de Tarso;Biografia;1
560;Glaser, Abel;Nova alvorada;A inquisição;Romance;1
561;Glaser, Abel;O Clarim;Fundamentos da reforma intima;Dissertação;1
562;Vieira, Waldo;O Clarim;Sol nas almas;Dissertação;1
563;Paixão, Wagner Gomes;U.E.M.;Espirito e verdade;Dissertação;1
564;Demarchi, Antonio;Lumem;Além do infinito azul;Romance;1
565;Oliveira, Maria A. A. de;Nova Era;Retalhos da vida;Romance;2
566;Rodrigues, Wallace Leal V.;O Clarim;Remotos cânticos de Belém;Romance;1
567;Loureiro, Carlos Bernado;Mnenrio Tulio;O túneo e a luz;Filosofia;1
568;Miranez, ;Fonte Viva;Francisco de Assis;biografia;1
569;Carvalho, Vera Lúcia Marinzeck;Petit;Deficiente mental;Vida no além;3
570;Fox, Sam Keen, Anne valley;Cultix;A jornada mítica de cada um;Espiritualista;1
571;Borysenko, Juan;Cultix;Na plenitude da Alma;Espiritualista;1
572;Lean, Perry Mc;Pensamento;Contatos com os anjos da quarda;Espiritualista;1
573;Ygakrismanda, molinero ;Parma;Angelatria;Espiritualista;1
574;Simonetti, Richard;IDE;Atravessando a rua ;Dissertação;1
575;Cajazeiras, Francisco ;Menino Julio;Bioética;Filosófico;1
576;Rizzini, Jorge;Dag;Eurípedes B. o apóstolo da caridade;Biografia;1
577;Diversos, autores;Fed Esp brasileira;A destinação do brasil;Dissertação;1
578;Lima, Antonio;FEB;A caminho do abismo;Romance;1
579;Cruz, Maury Rodrigues;SBEE;Meditação - o silencio interior;Dissertação;1
580;Vascocello, Marilusa M.;RADHN;Desconte um conto;Contos e Trovas;1
581;Ó, Fernando do;FEB;Almas que voltam;Romance;1
582;Simonetti, Richard;O Clarim;Não pise na bola;Dissertação;1
583;Cunha, Langerton Neves;Vitoria;O ministério da família;Dissertação;1
584;Nee, Watchman;Àrvore da Vida;O sentido da vida;Espiritualista;1
585;Xavier, Francisco C.;GEEM;Doutrina de luz;Dissertação;1
586;Xavier, Francisco C.;GEEM;Somos seis;Mensagem Familiar;2
587;Xavier, Francisco C.;Ideal;Agora é o tempo;Meditação;3
588;Godoi, Paulo Alves de;Fed Esp SP;Crônicas evangelicas;Evangélico;1
589;Jacinto, Roque;Luz no Lar;Jesus e o amigo de Betânia;Evangélico;1
590;Machado, Irene Pacheco;Ler;Amigo e mestre;Evangélico;2
591;Machado, Irene Pacheco;Linha Graf. Edit;Liríos colhidos;Vida no além;2
592;Fritsch, Dauny;Lake;Lendas orientais;Dissertação;1
593;Dibo, Dulcídio;;Brasil 500 anos - hist. Espiritual panorama;;1
594;Chaves, José Reis;Martin Claret;A reencarnação, segundo a biblia e a ciencia;Dissertação;1
595;Amaral, Lygia Barbiére, ;Lachâtre;O jardim dos Girassois;Romance;1
596;Goldsmith, Joel S.;Cultrix;O suprimento invisível;Espiritualista;1
597;Frungilo, Wilson Junior;Inst. Dif. Esp;Luar pelegrino (série 01 até 10);Romance;1
598;Oliveira, Armando F.;EME;Marcas do passado;;3
599;Gasparetto, Zibia;C.D.E.;Espinho do tempo;Romance;3
600;Raniere, R. A.;FESP;Materializações luminosas;Mediunidade;1
601;Tamassia, Mario B.;O Clarim;Você e a mediunidade;Mediunidade;2
602;Simonetti, Richard;C.E.A.C;O céu ao nosso alcance;Dissertação;1
603;Cruz, Maury Rodrigues;SBEE;Amor, linguagem silenciosa da vida;Dissertação;1
604;Cruz, Maury Rodrigues;SBEE;Na luta do cotidiano, a força do amor;Dissertação;2
605;Rizzini, Jorge;Nova Luz;O regresso de Glória;Contos;1
606;Bacelli, Carlos A;Didier;Passo a passo;Meditação;1
607;Xavier, Francisco C.;IDE;Alma e luz;Dissertação;1
608;Bacelar, Dolores;Correio fraterno;As margens do eufrates - o alvorecer da espiritualidade;Romance;1
609;Siegel, Bernie S.;Bert Seller;Amor, medicina e milagres;Espiritualista;1
610;Mcdonald, Kathleen;Pensamento;Como meditar;Espiritualista;1
611;Werneck, Ivan A.;Civilização Bras;O campo psi alfa;Espiritualista;1
612;Moraes, Nelson;Editora;Roqueiro no além;Romance;1
613;Pinheiro, Donizete ;Sonia Maria;Respostas espiritas;Dissertação;1
614;Gasparetto, Zibia;Vida e concienc;O advogado de Deus;Romance;1
615;Camargo, Célia Xavier;O Clarim;Em busca da ilusão;Romance;2
616;Xavier, Francisco C.;IDE;Caravana de amor;Mensagem Familiar;2
617;Franco, Divaldo Pereira;Fed Esp Bras;Conversa fraterna;Dissertação;1
618;Oliveira, Armando F.;EME;Setenta vezes sete;Romance;1
619;Armond, Edgard;Aliança;Os exilados de capela;Espiritualista;1
620;Marthion, Olga ;João Scortecci;Flor de Maria, a professora primária;Romance;1
621;Chopra, deepak;Rocco;O caminho do mago;Espiritualista;1
622;Gasparetto, Zibia;Vida e concienc;O morro das ilusões;Romance;3
623;Montgamery, Ruth;Dist. Record;O aqui e o além;Filosofia;1
624;Ramalho, Mary Rapuci;Artes Graf Piratininga;A Margem da vida;Romance;1
625;Carvalho, Vera Lúcia Marinzeck;Petit;A casa do penhasco;Romance;2
626;Nogueira, Hede Maria;Leopoldo;Retalhos da nossa existencia;Romance;2
627;Paula, Gessy Carísio;De Minas;Ama-me (duas historias);Dissertação;1
628;Dias, Fausto Gonçalves;Edições FCP - Franca;A nova Jerusalém e a 2ª morte no apocalipse;Dissertação;1
629;Berbel, João ;Farol das 3 fronteiras;A tenda das afliçoes;Romance;1
;;;;;
631;Cristina, Deborali;Minas;Novas cartas (Irmão X);Dissertação;1
632;Schutel, Caibar;O Clarim;Parabolas e ensinos de Jesus;Evangélico;1
633;Galdino, Luiz;Quinteto Edit;Nunca diga adeus (não é espirita);Infanto juvenil;1
634;Carvalho, Vera Lúcia Marinzeck;Lumen Editorial;Amai os inimigos;Romance;1
635;Neves, Walace Fernando;Lachâtre;O contador de historias;Juvenil - Infantil - Contos;1
636;Kuhl, Eurípedes;Petit;Os tecelões do destino;Romance;2
637;Lisso, Wlademir e Outros;FEESP;Clonagem à luz do espiritsmo;Científico;1
638;Gautier, Theophile;O Clarim;O ignorado amor;Romance;2
639;Franco, Divaldo Pereira;Alvorada;Compromissos iluminativos;Dissertação;1
640;Hoerner, Valério Júnior;SBEE;Médico do corpo e alma;Biografia;2
641;Vilela, Jane Martins;O Clarim;O gigante deitado;Conto e Cronica;1
642;Gasparetto, Luiz Antonio;Vida e concienc;Tudo pelo melhor, Calunga;Dissertação;1
643;Gasparetto, Luiz Antonio;Vida e concienc;Um dedinho de prosa - Calunga;Dissertação;1
644;Costa, Alceu Filho;Petit;O diário de sofia;Romance;2
645;Bandeira, Pedro;Moderna;Rosa flor & a Moura torta (não é espirita);Infanto Juvenil;1
646;Pires, J. Herculano;Edicel;O espirito e o tempo;Filosofia;1
647;Gertrudes, Maria;Lírio;Algemas douradas;Romance;2
648;Frungilo, Wilson Junior;Inst. Dif. Esp;Livre para voar;Romance;2
649;Terra, Oneida;Boa Nova;Um só coração;Romance;1
650;Vargas, Ana Cristina;Boa Nova;Dramas da paixão;Romance;3
651;Forni, Ricardo Orestes;EME;Voltou pela lei do amor;Romance;1
652;Franco, Divaldo Pereira;Alvorada;Otimismo;Dissertação;1
653;Kilner, Walter J.;Pensamento;A aura humana;Espiritualista;1
654;Armond, Edgard;Lake;Desenvolvimento mediunico - prático;Mediunidade;1
655;Frungilo, Wilson Junior;Inst. Dif. Esp;As luzes do Santelmo;Romance;1
656;Rochester, J. W. ;Lumen;Cobra capela;Romance;1
657;Rochester, J. W. ;Boa Nova;Os luminares Tchecos;;1
658;Societo Lorenz;Sociedade Esp Lorenz;A força do amor;Romance;1
659;Novaes, adenaner;Fund. Lar Harmon;Amor sempre ;Dissertação;1
660;Milleco, Luiz Antonio;Lachâtre;Ecos de São Batorlomeu;Romance;1
661;Valle, Waldo Lima do;JB;O sermão da montanha;Poesia;1
662;Carvalho, Vera Lúcia Marinzeck;Petit;O ultimo jantar;Romance;2
663;Gama, Ramiro;;Lindos casos do evangelho;B. e Entrev;1
664;Soares, Silvio Brito;FEB;Vida e obra de Bezerra de Menezes;Biografia entr;1
665;Xavier, Francisco C.;FEB;Seara dos médiuns;Dissertação;1
666;Machado, Irene Pacheco;Rema;Cascata de luz;Vida no além;1
667;Severino, Paulo Rossi;Fé Edit;Um caminho para a libertação;Romance;1
668;Simonetti, Richard;São João;Um jeito de ser feliz;Dissertação;3
669;Sauvage, Elias;FEB;Mireta;Romance;1
670;Palissy, Codro;FEB;Eleonora ;Romance;1
671;Baruffi, Zelia Carneiro;Eme;Sob o céu de bagdá;Romance;1
672;Lygra, Barbieri Amaral;Lachâtre;A luz que vem de dentro (volume 2);Romance;1
673;Gasparetto, Zibia;Vida e concienc;Sem medo de viver;Romance;1
674;Medeiros, Richy;;Quando ele voltar;Romance;1
675;Vascocello, Marilusa M.;;Sem tempo para chorar;Romance;1
676;Luiz Sérgio Gomes;Petit;Os andarilhos;Romance;2
677;Camargo, Célia Xavier;O Clarim;Erros e acertos;Dissertação;2
678;Silva, Alyde Assunção;Recanto;Ó mundo que encontrei;Vida Além;3
679;Carvalho, Vera Lúcia Marinzeck;Petit;A mansão da pedra torta;Romance;1
680;Sarti, Valeska Perez ;Lumen;O romance de arima;Romance;1
681;Meyer, Antonieta V.;IDE;Calvário redentor;Romance;1
682;Cruz, Maury Rodrigues;SBEE;Mensagens de amor;Mensagens;1
683;Gasparetto, Zibia;Vida e concienc;Ninguém é de ninguém;Romance;1
684;Pereira, Gilvanize Balbino;;Salmos de redenção;Romance;1
685;Marote, Marli Beretta Olim;Panorama;O amor não tem idade;Romance;1
686;Rochester, J. W. ;Conhecimento;O castelo encantado;Romance;1
687;Lourenço, Sérgio;Cultura Esp;Coragem do testemunho;Dissertação;1
688;Rochester, J. W. ;Allan Kardec;Episódio da vida de Tibério;Romance;1
689;Menezes, Romário;DPL;Terapias da pertubações espirituais;Mediunidade;1
690;Franco, Divaldo Pereira;Leal;Vidas em triunfo;Mensagem Familiar;1
691;Jacinto, Roque;;Nossos testemunhos;;1
692;Gama, Zilda;;Do calvário ao infinito;;1
694;Guarino, Gilberto Campista;Arte Cultura;É Quase Amanhã;Dissertação;1
695;Machado, Ivam Leopoldo Machado;Editora;Contos da juventude;Contos;1
696;Gasparetto, Zibia;Vida e concienc;Quando é preciso voltar;Romance;1
697;Terra, Oneida;Boa Nova;Sob a luz da verdade;Romance;1
698;Delane, Gabriel;Fed Esp brasileira;A alma é imortal;Cientifico;1
699;Xavier, Francisco C.;GEEM;Calma;;1
700;Phulmann, Maria A. F.;Batuira;Olhai as aves do céu;Dissertação;1
701;Kuhl, Eurípedes;;Saara palco de redenção;;1
703;Forni, Ricardo Orestes;EME;Reconcilia - te primeiro;Romance;3
704;Gasparetto, Zibia;;Quando chega a hora;Romance;1
705;Marislei Esp. Brasileiro;Poliditora;O guardião do tempo;Romance;1
706;Machado, Lia Márcia;EME;Um fantasma de peso;Romance;1
707;Maia, João Nunes;E.C.F.Viva;Jesus voltando;Dissertação;2
708;Maia, João Nunes;;Cinquenta epístolas;;1
709;Leão, Maria da Graça;EME;O sol nasce para todos;;1
710;Nogueira, Hede Maria;Leopoldo;Espelho da eternidade;Romance;2
711;Oliveira, João G. de;Imprensa do pé;Justiça direito e misericórdia;Romance;1
712;Armond, Edgard;Editora Seraica;O redentor;Espiritualista;1
713;Paiva, Neto;Elevação;Apocalipse sem medo;Espiritualista;1
714;Carmargo, Roberto;Panorama;Das areias da Praia às Estrelas;Romance;1
715;Carneiro, Sandra;Viva Luz Editora;Cinzas do Passado;Romance;1
716;Medeiros, Richy;;Pelo amor ou pela dor;;1
717;Canutti, A . Wanda;;O amor sempre vence;Romance;1
718;Ruiz, André Luiz;Lumen;O amor jamais te esquece;Romance;1
719;Nazaré, Maria Dória;Lumen;Amor e ambição;Romance;1
720;Zamariam, Walter;Grafica Lider;Rosas ao vento;Poesia;1
721;Xavier, Francisco C.;;Caminhos do amor;Poesias;1
722;Teixeira, Elzita L.;IDE;O sonho de um cabloco;Romance;1
723;Cézar, Marcelo;Editora Grafica;Medo de amar;Romance;1
724;Florêncio, Viviane Claudia;Editora Panorama;Sublime perdão;Romance;2
725;Damas, Glauco;O Clarim;Meu filho, minha escolha;Romance;1
726;Conhada, Cleide Martins;Boa Nova;A eterna busca da cura;Romance;1
727;Franco, Divaldo Pereira;Editora Leal;O homem integral;Romance;1
728;Pereira, Yvonne A.;FEB;Sublimação;Dissertação;1
729;Maíru, Marcos Antonio;Editora Irnemio;Renascer das emoções;Dissertação;1
730;Capalbo, Elly da Costa;IDE;Estrelas no asfalto;Romance;1
731;Pereira, Yvonne A.;FEB;Amor e ódio;Romance;3
732;Machado, Irene Pacheco;Ipiranga;Ninguém está sozinho!;Romance;1
733;Nogueira, Hede Maria;Editora;Pegadas a caminho da evolução;;1
734;Franco, Divaldo Pereira;Fed Esp Bras;Luz viva;Mediunidade;1
735;Romagnolli, Lida Morais;O Clarim;Eco do passado;;1
736;Azevedo, Assis;O Clarim;A morte não é o fim;Romance;1
737;Bocelli, Carlos;Editora ;Mediunidade;;1
738;Ruiz, André Luiz;IDE;Sob as mãos da misericordia;Romance;1
739;Fonseca, Ribamar;DPL;Amor além da vida;Romance;1
740;Carvalho, Vera Lúcia Marinzeck;Petit;O sonambulo;Romance;1
741;Pinheiro, Robson;;Faz parte do meu show;;1
742;Fernandes, V. Heleny;;Sob o olhar de virgínia Palermo;Romance;1
743;Granella, Wilson;;Por favor, ajude-me a ser feliz;Romance;1
744;Castro, Monica;;Com amor não se brinca;Romance;2
745;Canutti, A . Wanda;EME;Mariana ou Marie-Ane?;;1
746;Rocha, Helda Pirra;;Condenado sem apelação;;1
747;Felipo, Artur de;;Foi por amor;;1
748;Ruiz, André Luiz;IDE;A força da bondade;;1
749;Sícare, Valéria Nascimento;Petit;O bem sempre triunfa;;1
750;Alonso, Ismael;Graf. Stard Editora;Medicina do além;;1
750;;;;;
751;Machado, Eliane Correia;;Sem regras para amar;;1
752;Azevedo, Assis;O Clarim;Sublime missão;;1
753;Magalhães, Ricardo;Nova Luz;Um passado bem presente;;1
754;Bacelli, Carlos A;;Sob as cinzas do tempo;Romance;2
755;Coelho, Paulo;Rocco;Dom supremo;;1
756;Novaes, adenaner;FLH;Sonhos mensagem da alma ****;Filosofia;1
757;Amaral, Lygia Barbiére, ;Lachâtre;O sono dos Hibiscos;Romance;1
758;Gasparetto, Zibia;Vida e concienc;Um amor de verdade;Romance;2
759;Gasparetto, Zibia;;Tudo valeu a pena;Romance;2
760;Oliveira, Ivo;;Lembranças de morto vivo;Romance;1
761;Salles, Adenilson S.;Minas;Até que a morte nos reúna;;1
762;Machado, Irene Pacheco;;Mais além do meu olhar;Romance;1
763;Bradley, Marion Zimmer;Imago;As Brumas de Avalon (volume 01e 02);Romance;1
764;Sícare, Valéria Nascimento;Minas;Amor fé e redenção;;1
